"month_year","complaint_type","complaint_count"
"2020-03",Derelict Bicycle,130
"2020-03",Derelict Vehicles,2137
"2020-03",Dirty Conditions,1797
"2020-03",Disorderly Youth,19
"2020-03",DOOR/WINDOW,1559
"2020-03",Drinking,134
"2020-03",Drinking Water,12
"2020-03",Drug Activity,272
"2020-03",ELECTRIC,1016
"2020-03",Electrical,96
"2020-03",Electronics Waste Appointment,2140
"2020-03",Elevator,950
"2020-03",ELEVATOR,119
"2020-03",Emergency Response Team (ERT),358
"2020-03",Encampment,16
"2020-03",Ferry Complaint,36
"2020-03",Ferry Inquiry,11
"2020-03",FLOORING/STAIRS,920
"2020-03",Foam Ban Enforcement,1
"2020-03",Food Establishment,1055
"2020-03",Food Poisoning,154
"2020-03",For Hire Vehicle Complaint,544
"2020-03",For Hire Vehicle Report,14
"2020-03",GENERAL,1380
"2020-03",General Construction/Plumbing,3141
"2020-03",Graffiti,655
"2020-03",Green Taxi Complaint,12
"2020-03",Green Taxi Report,2
"2020-03",Hazardous Materials,128
"2020-03",HEAT/HOT WATER,16921
"2020-03",Highway Condition,157
"2020-03",Highway Sign - Damaged,14
"2020-03",Highway Sign - Dangling,3
"2020-03",Highway Sign - Missing,6
"2020-03",Home Delivered Meal - Missed Delivery,56
"2020-03",Homeless Person Assistance,1494
"2020-03",Homeless Street Condition,436
"2020-03",Illegal Animal Kept as Pet,10
"2020-03",Illegal Animal Sold,1
"2020-03",Illegal Fireworks,7
"2020-03",Illegal Parking,12732
"2020-03",Illegal Tree Damage,129
"2020-03",Indoor Air Quality,358
"2020-03",Indoor Sewage,96
"2020-03",Industrial Waste,54
"2020-03",Investigations and Discipline (IAD),31
"2020-03",Lead,487
"2020-03",LinkNYC,7
"2020-03",Litter Basket / Request,108
"2020-03",Lost Property,460
"2020-03",Maintenance or Facility,432
"2020-03",Miscellaneous Categories,1
"2020-03",Missed Collection (All Materials),2627
"2020-03",Mobile Food Vendor,110
"2020-03",Mold,22
"2020-03",New Tree Request,1172
"2020-03",Noise,4291
"2020-03",Noise - Commercial,2222
"2020-03",Noise - Helicopter,371
"2020-03",Noise - House of Worship,46
"2020-03",Noise - Park,162
"2020-03",Noise - Residential,21675
"2020-03",Noise - Street/Sidewalk,5181
"2020-03",Noise - Vehicle,3293
"2020-03",Non-Emergency Police Matter,2332
"2020-03",Non-Residential Heat,28
"2020-03",Other Enforcement,391
"2020-03",OUTSIDE BUILDING,36
"2020-03",Overflowing Litter Baskets,43
"2020-03",Overgrown Tree/Branches,354
"2020-03",PAINT/PLASTER,2009
"2020-03",Panhandling,17
"2020-03",Pet Shop,6
"2020-03",Plant,6
"2020-03",Plumbing,173
"2020-03",PLUMBING,2872
"2020-03",Poison Ivy,2
"2020-03",Posting Advertisement,7
"2020-03",Public Payphone Complaint,13
"2020-03",Public Toilet,1
"2020-03",Radioactive Material,2
"2020-03",Recycling Enforcement,31
"2020-03",Request Large Bulky Item Collection,17208
"2020-03",Rodent,1327
"2020-03",Root/Sewer/Sidewalk Condition,433
"2020-03",SAFETY,487
"2020-03",Sanitation Condition,1928
"2020-03",Scaffold Safety,11
"2020-03",School Maintenance,219
"2020-03",Sewer,1603
"2020-03",Sidewalk Condition,1537
"2020-03",Smoking,273
"2020-03",Snow,4
"2020-03",Special Natural Area District (SNAD),4
"2020-03",Special Projects Inspection Team (SPIT),249
"2020-03",Street Condition,6769
"2020-03",Street Light Condition,4135
"2020-03",Street Sign - Damaged,326
"2020-03",Street Sign - Dangling,270
"2020-03",Street Sign - Missing,269
"2020-03",Sweeping/Inadequate,10
"2020-03",Sweeping/Missed,21
"2020-03",Tattooing,3
"2020-03",Taxi Complaint,271
"2020-03",Taxi Compliment,8
"2020-03",Taxi Report,39
"2020-03",Traffic,154
"2020-03",Traffic Signal Condition,2259
"2020-03",Tunnel Condition,1
"2020-03",Unleashed Dog,42
"2020-03",Unsanitary Animal Facility,2
"2020-03",Unsanitary Animal Pvt Property,125
"2020-03",UNSANITARY CONDITION,3705
"2020-03",Unsanitary Pigeon Condition,47
"2020-03",Urinating in Public,65
"2020-03",Vacant Lot,78
"2020-03",Vending,233
"2020-03",Violation of Park Rules,191
"2020-03",Water Conservation,152
"2020-03",WATER LEAK,1235
"2020-03",Water Quality,93
"2020-03",Water System,2935
"2020-03",Window Guard,2
"2020-04",Abandoned Vehicle,1026
"2020-04",Adopt-A-Basket,3
"2020-04",Air Quality,339
"2020-04",Animal-Abuse,409
"2020-04",Animal Facility - No Permit,1
"2020-04",Animal in a Park,198
"2020-04",APPLIANCE,572
"2020-04",Asbestos,33
"2020-04",Beach/Pool/Sauna Complaint,4
"2020-04",BEST/Site Safety,14
"2020-04",Bike/Roller/Skate Chronic,26
"2020-04",Blocked Driveway,3222
"2020-04",Boilers,134
"2020-04",Borough Office,2
"2020-04",Bottled Water,1
"2020-04",Bridge Condition,4
"2020-04",Broken Parking Meter,109
"2020-04",Building Marshal's Office,1
"2020-04",Building/Use,668
"2020-04",Bus Stop Shelter Complaint,17
"2020-04",Bus Stop Shelter Placement,4
"2020-04",Collection Truck Noise,19
"2020-04",Construction Safety Enforcement,11
"2020-04",Consumer Complaint,7763
"2020-04",Cooling Tower,1
"2020-04",COVID-19 Non-essential Construction,2631
"2020-04",Cranes and Derricks,8
"2020-04",Curb Condition,222
"2020-04",Damaged Tree,1891
"2020-04",Day Care,24
"2020-04",Dead/Dying Tree,283
"2020-04",DEP Street Condition,3
"2020-04",Dept of Investigations,2
"2020-04",Derelict Bicycle,87
"2020-04",Derelict Vehicles,1097
"2020-04",Dirty Conditions,1475
"2020-04",Disorderly Youth,12
"2020-04",DOOR/WINDOW,955
"2020-04",Drinking,76
"2020-04",Drinking Water,9
"2020-04",Drug Activity,265
"2020-04",ELECTRIC,815
"2020-04",Electrical,82
"2020-04",Elevator,474
"2020-04",ELEVATOR,99
"2020-04",Emergency Response Team (ERT),157
"2020-04",Employee Behavior,1
"2020-04",Encampment,8
"2020-04",Ferry Complaint,21
"2020-04",Ferry Inquiry,2
"2020-04",FHV Licensee Complaint,1
"2020-04",FLOORING/STAIRS,459
"2020-04",Food Establishment,680
"2020-04",Food Poisoning,65
"2020-04",For Hire Vehicle Complaint,110
"2020-04",For Hire Vehicle Report,2
"2020-04",GENERAL,962
"2020-04",General Construction/Plumbing,1422
"2020-04",Graffiti,513
"2020-04",Green Taxi Complaint,1
"2020-04",Hazardous Materials,97
"2020-04",HEAT/HOT WATER,12000
"2020-04",Highway Condition,140
"2020-04",Highway Sign - Damaged,16
"2020-04",Highway Sign - Dangling,4
"2020-04",Highway Sign - Missing,3
"2020-04",Home Delivered Meal - Missed Delivery,1774
"2020-04",Homeless Encampment,15
"2020-04",Homeless Person Assistance,1497
"2020-04",Homeless Street Condition,779
"2020-04",Illegal Animal Kept as Pet,19
"2020-04",Illegal Animal Sold,1
"2020-04",Illegal Fireworks,19
"2020-04",Illegal Parking,6781
"2020-04",Illegal Tree Damage,107
"2020-04",Indoor Air Quality,214
"2020-04",Indoor Sewage,63
"2020-04",Industrial Waste,18
"2020-04",Investigations and Discipline (IAD),9
"2020-04",Lead,181
"2020-04",LinkNYC,3
"2020-04",Litter Basket / Request,75
"2020-04",Lost Property,35
"2020-04",Maintenance or Facility,322
"2020-04",Missed Collection (All Materials),19
"2020-04",Mobile Food Vendor,59
"2020-04",Mold,8
"2020-04",Municipal Parking Facility,4
"2020-04",New Tree Request,807
"2020-04",Noise,2594
"2020-04",Noise - Commercial,1073
"2020-04",Noise - Helicopter,289
"2020-04",Noise - House of Worship,71
"2020-04",Noise - Park,260
"2020-04",Noise - Residential,26527
"2020-04",Noise - Street/Sidewalk,5539
"2020-04",Noise - Vehicle,3194
"2020-04",Non-Emergency Police Matter,22881
"2020-04",Non-Residential Heat,20
"2020-04",Other Enforcement,296
"2020-04",OUTSIDE BUILDING,23
"2020-04",Overflowing Litter Baskets,55
"2020-04",Overgrown Tree/Branches,357
"2020-04",PAINT/PLASTER,1211
"2020-04",Panhandling,23
"2020-04",Pet Shop,4
"2020-04",Plant,3
"2020-04",Plumbing,80
"2020-04",PLUMBING,1892
"2020-04",Poison Ivy,3
"2020-04",Posting Advertisement,3
"2020-04",Public Payphone Complaint,8
"2020-04",Radioactive Material,1
"2020-04",Recycling Enforcement,21
"2020-04",Request Large Bulky Item Collection,15158
"2020-04",Rodent,1236
"2020-04",Root/Sewer/Sidewalk Condition,184
"2020-04",SAFETY,307
"2020-04",Sanitation Condition,1340
"2020-04",Scaffold Safety,6
"2020-04",School Maintenance,20
"2020-04",Sewer,1078
"2020-04",Sidewalk Condition,1242
"2020-04",Smoking,231
"2020-04",Special Natural Area District (SNAD),2
"2020-04",Special Projects Inspection Team (SPIT),150
"2020-04",Squeegee,1
"2020-04",Street Condition,2388
"2020-04",Street Light Condition,3002
"2020-04",Street Sign - Damaged,186
"2020-04",Street Sign - Dangling,185
"2020-04",Street Sign - Missing,262
"2020-04",Tattooing,1
"2020-04",Taxi Complaint,42
"2020-04",Taxi Compliment,1
"2020-04",Taxi Report,4
"2020-04",Traffic,145
"2020-04",Traffic Signal Condition,1680
"2020-04",Unleashed Dog,70
"2020-04",Unsanitary Animal Pvt Property,70
"2020-04",UNSANITARY CONDITION,2791
"2020-04",Unsanitary Pigeon Condition,36
"2020-04",Urinating in Public,52
"2020-04",Vacant Lot,49
"2020-04",Vending,75
"2020-04",Violation of Park Rules,119
"2020-04",Water Conservation,116
"2020-04",WATER LEAK,1047
"2020-04",Water Quality,43
"2020-04",Water System,1486
"2020-04",X-Ray Machine/Equipment,1
"2020-05",Abandoned Vehicle,1808
"2020-05",Air Quality,581
"2020-05",Animal-Abuse,543
"2020-05",Animal Facility - No Permit,1
"2020-05",Animal in a Park,335
"2020-05",APPLIANCE,814
"2020-05",Asbestos,52
"2020-05",Beach/Pool/Sauna Complaint,10
"2020-05",BEST/Site Safety,4
"2020-05",Bike Rack Condition,6
"2020-05",Bike/Roller/Skate Chronic,80
"2020-05",Blocked Driveway,5255
"2020-05",Boilers,118
"2020-05",Bottled Water,5
"2020-05",Bridge Condition,28
"2020-05",Broken Parking Meter,224
"2020-05",Building Condition,1
"2020-05",Building/Use,1130
"2020-05",Bus Stop Shelter Complaint,51
"2020-05",Bus Stop Shelter Placement,2
"2020-05",Collection Truck Noise,39
"2020-05",Construction Safety Enforcement,4
"2020-05",Consumer Complaint,3219
"2020-05",Cooling Tower,2
"2020-05",COVID-19 Non-essential Construction,1876
"2020-05",Cranes and Derricks,5
"2020-05",Curb Condition,359
"2020-05",Damaged Tree,1802
"2020-05",Day Care,23
"2020-05",Dead/Dying Tree,725
"2020-05",DEP Street Condition,2
"2020-05",Dept of Investigations,1
"2020-05",Derelict Bicycle,114
"2020-05",Derelict Vehicles,1683
"2020-05",Dirty Conditions,2505
"2020-05",Disorderly Youth,12
"2020-05",DOOR/WINDOW,1376
"2020-05",Drinking,314
"2020-05",Drinking Water,23
"2020-05",Drug Activity,388
"2020-05",ELECTRIC,1080
"2020-05",Electrical,117
"2020-05",Elevator,670
"2020-05",ELEVATOR,81
"2020-05",Emergency Response Team (ERT),217
"2020-05",Encampment,38
"2020-05",Ferry Complaint,20
"2020-05",Ferry Inquiry,9
"2020-05",FLOORING/STAIRS,784
"2020-05",Food Establishment,576
"2020-05",Food Poisoning,81
"2020-05",For Hire Vehicle Complaint,161
"2020-05",For Hire Vehicle Report,10
"2020-05",GENERAL,1206
"2020-05",General Construction/Plumbing,2330
"2020-05",Graffiti,540
"2020-05",Green Taxi Complaint,6
"2020-05",Hazardous Materials,148
"2020-05",HEAT/HOT WATER,6559
"2020-05",Highway Condition,240
"2020-05",Highway Sign - Damaged,11
"2020-05",Highway Sign - Dangling,4
"2020-05",Highway Sign - Missing,4
"2020-05",Home Delivered Meal - Missed Delivery,302
"2020-05",Homeless Person Assistance,2576
"2020-05",Homeless Street Condition,1785
"2020-05",Illegal Animal Kept as Pet,37
"2020-05",Illegal Animal Sold,1
"2020-05",Illegal Fireworks,153
"2020-05",Illegal Parking,12039
"2020-05",Illegal Tree Damage,241
"2020-05",Indoor Air Quality,297
"2020-05",Indoor Sewage,108
"2020-05",Industrial Waste,31
"2020-05",Investigations and Discipline (IAD),25
"2020-05",Lead,242
"2020-05",Lifeguard,2
"2020-05",LinkNYC,5
"2020-05",Litter Basket / Request,136
"2020-05",Lost Property,42
"2020-05",Maintenance or Facility,721
"2020-05",Miscellaneous Categories,1
"2020-05",Missed Collection (All Materials),17
"2020-05",Mobile Food Vendor,78
"2020-05",Mold,6
"2020-05",Municipal Parking Facility,2
"2020-05",New Tree Request,1542
"2020-05",Noise,4225
"2020-05",Noise - Commercial,2270
"2020-05",Noise - Helicopter,438
"2020-05",Noise - House of Worship,59
"2020-05",Noise - Park,307
"2020-05",Noise - Residential,43035
"2020-05",Noise - Street/Sidewalk,20104
"2020-05",Noise - Vehicle,7738
"2020-05",Non-Emergency Police Matter,31521
"2020-05",Non-Residential Heat,10
"2020-05",Other Enforcement,473
"2020-05",OUTSIDE BUILDING,31
"2020-05",Overflowing Litter Baskets,85
"2020-05",Overflowing Recycling Baskets,1
"2020-05",Overgrown Tree/Branches,1217
"2020-05",PAINT/PLASTER,1836
"2020-05",Panhandling,36
"2020-05",Pet Shop,5
"2020-05",Plant,14
"2020-05",Plumbing,128
"2020-05",PLUMBING,2390
"2020-05",Poison Ivy,17
"2020-05",Posting Advertisement,1
"2020-05",Public Payphone Complaint,11
"2020-05",Public Toilet,6
"2020-05",Recycling Enforcement,41
"2020-05",Request Large Bulky Item Collection,25317
"2020-05",Rodent,1982
"2020-05",Root/Sewer/Sidewalk Condition,454
"2020-05",SAFETY,382
"2020-05",Sanitation Condition,2223
"2020-05",Scaffold Safety,9
"2020-05",School Maintenance,28
"2020-05",Sewer,1356
"2020-05",Sidewalk Condition,1994
"2020-05",Smoking,238
"2020-05",Special Natural Area District (SNAD),3
"2020-05",Special Projects Inspection Team (SPIT),178
"2020-05",Street Condition,3069
"2020-05",Street Light Condition,2843
"2020-05",Street Sign - Damaged,321
"2020-05",Street Sign - Dangling,233
"2020-05",Street Sign - Missing,645
"2020-05",Sweeping/Inadequate,6
"2020-05",Sweeping/Missed,26
"2020-05",Tattooing,4
"2020-05",Taxi Complaint,80
"2020-05",Taxi Compliment,3
"2020-05",Taxi Report,11
"2020-05",Traffic,370
"2020-05",Traffic Signal Condition,1770
"2020-05",Unleashed Dog,81
"2020-05",Unsanitary Animal Facility,2
"2020-05",Unsanitary Animal Pvt Property,108
"2020-05",UNSANITARY CONDITION,3751
"2020-05",Unsanitary Pigeon Condition,56
"2020-05",Urinating in Public,122
"2020-05",Vacant Lot,128
"2020-05",Vending,251
"2020-05",Violation of Park Rules,322
"2020-05",Water Conservation,233
"2020-05",WATER LEAK,1187
"2020-05",Water Quality,75
"2020-05",Water System,2768
"2020-05",Window Guard,4
"2020-05",X-Ray Machine/Equipment,36
"2020-06",Abandoned Vehicle,2446
"2020-06",Adopt-A-Basket,5
"2020-06",Air Quality,702
"2020-06",Animal-Abuse,489
"2020-06",Animal Facility - No Permit,7
"2020-06",Animal in a Park,306
"2020-06",APPLIANCE,1143
"2020-06",Asbestos,106
"2020-06",Beach/Pool/Sauna Complaint,25
"2020-06",BEST/Site Safety,19
"2020-06",Bike Rack Condition,17
"2020-06",Bike/Roller/Skate Chronic,108
"2020-06",Blocked Driveway,7537
"2020-06",Boilers,79
"2020-06",Borough Office,2
"2020-06",Bridge Condition,18
"2020-06",Broken Parking Meter,290
"2020-06",Building Condition,1
"2020-06",Building/Use,1534
"2020-06",Bus Stop Shelter Complaint,69
"2020-06",Bus Stop Shelter Placement,10
"2020-06",Collection Truck Noise,57
"2020-06",Consumer Complaint,2892
"2020-06",Cooling Tower,15
"2020-06",COVID-19 Non-essential Construction,576
"2020-06",Cranes and Derricks,8
"2020-06",Curb Condition,600
"2020-06",Damaged Tree,4009
"2020-06",Day Care,32
"2020-06",Dead/Dying Tree,1052
"2020-06",DEP Street Condition,1
"2020-06",Dept of Investigations,3
"2020-06",Derelict Bicycle,183
"2020-06",Derelict Vehicles,2249
"2020-06",Dirty Conditions,3135
"2020-06",Disorderly Youth,14
"2020-06",DOOR/WINDOW,2030
"2020-06",Drinking,513
"2020-06",Drinking Water,24
"2020-06",Drug Activity,396
"2020-06",DSNY Spillage,1
"2020-06",ELECTRIC,1457
"2020-06",Electrical,129
"2020-06",Elevator,1318
"2020-06",ELEVATOR,90
"2020-06",Emergency Response Team (ERT),239
"2020-06",Encampment,30
"2020-06",Ferry Complaint,19
"2020-06",Ferry Inquiry,13
"2020-06",FLOORING/STAIRS,1200
"2020-06",Food Establishment,723
"2020-06",Food Poisoning,107
"2020-06",For Hire Vehicle Complaint,215
"2020-06",For Hire Vehicle Report,12
"2020-06",GENERAL,1491
"2020-06",General Construction/Plumbing,3298
"2020-06",Graffiti,488
"2020-06",Green Taxi Complaint,10
"2020-06",Green Taxi Report,2
"2020-06",Hazardous Materials,230
"2020-06",HEAT/HOT WATER,2278
"2020-06",Highway Condition,199
"2020-06",Highway Sign - Damaged,15
"2020-06",Highway Sign - Dangling,1
"2020-06",Highway Sign - Missing,3
"2020-06",Home Delivered Meal - Missed Delivery,46
"2020-06",Homeless Person Assistance,2423
"2020-06",Homeless Street Condition,1551
"2020-06",Illegal Animal Kept as Pet,39
"2020-06",Illegal Animal Sold,4
"2020-06",Illegal Fireworks,29390
"2020-06",Illegal Parking,14155
"2020-06",Illegal Tree Damage,327
"2020-06",Indoor Air Quality,401
"2020-06",Indoor Sewage,107
"2020-06",Industrial Waste,58
"2020-06",Investigations and Discipline (IAD),32
"2020-06",Lead,316
"2020-06",Lifeguard,3
"2020-06",LinkNYC,18
"2020-06",Litter Basket / Request,188
"2020-06",Lost Property,82
"2020-06",Maintenance or Facility,2059
"2020-06",Missed Collection (All Materials),4718
"2020-06",Mobile Food Vendor,118
"2020-06",Mold,12
"2020-06",Mosquitoes,78
"2020-06",Municipal Parking Facility,3
"2020-06",New Tree Request,1528
"2020-06",Noise,4052
"2020-06",Noise - Commercial,3805
"2020-06",Noise - Helicopter,1060
"2020-06",Noise - House of Worship,48
"2020-06",Noise - Park,1004
"2020-06",Noise - Residential,41660
"2020-06",Noise - Street/Sidewalk,45581
"2020-06",Noise - Vehicle,10524
"2020-06",Non-Emergency Police Matter,15882
"2020-06",NonCompliance with Phased Reopening,2945
"2020-06",Other Enforcement,662
"2020-06",OUTSIDE BUILDING,50
"2020-06",Overflowing Litter Baskets,178
"2020-06",Overgrown Tree/Branches,2954
"2020-06",PAINT/PLASTER,2833
"2020-06",Panhandling,31
"2020-06",Pet Shop,10
"2020-06",Plant,7
"2020-06",Plumbing,202
"2020-06",PLUMBING,3097
"2020-06",Poison Ivy,32
"2020-06",Posting Advertisement,9
"2020-06",Public Payphone Complaint,28
"2020-06",Public Toilet,4
"2020-06",Radioactive Material,2
"2020-06",Recycling Enforcement,26
"2020-06",Request Large Bulky Item Collection,29754
"2020-06",Rodent,2253
"2020-06",Root/Sewer/Sidewalk Condition,764
"2020-06",SAFETY,471
"2020-06",Sanitation Condition,3579
"2020-06",Scaffold Safety,14
"2020-06",School Maintenance,54
"2020-06",Sewer,2023
"2020-06",Sidewalk Condition,2746
"2020-06",Smoking,182
"2020-06",Special Natural Area District (SNAD),4
"2020-06",Special Projects Inspection Team (SPIT),213
"2020-06",Squeegee,3
"2020-06",Standing Water,1
"2020-06",Street Condition,3847
"2020-06",Street Light Condition,3759
"2020-06",Street Sign - Damaged,424
"2020-06",Street Sign - Dangling,242
"2020-06",Street Sign - Missing,392
"2020-06",Sweeping/Inadequate,6
"2020-06",Sweeping/Missed,6
"2020-06",Sweeping/Missed-Inadequate,9
"2020-06",Tattooing,11
"2020-06",Taxi Complaint,119
"2020-06",Taxi Compliment,3
"2020-06",Taxi Report,16
"2020-06",Traffic,472
"2020-06",Traffic Signal Condition,2109
"2020-06",Unleashed Dog,69
"2020-06",Unsanitary Animal Facility,2
"2020-06",Unsanitary Animal Pvt Property,164
"2020-06",UNSANITARY CONDITION,5248
"2020-06",Unsanitary Pigeon Condition,77
"2020-06",Urinating in Public,127
"2020-06",Vacant Lot,291
"2020-06",Vending,399
"2020-06",Violation of Park Rules,561
"2020-06",Water Conservation,470
"2020-06",WATER LEAK,1596
"2020-06",Water Quality,114
"2020-06",Water System,4518
"2020-06",Window Guard,5
"2020-06",X-Ray Machine/Equipment,17
"2020-07",Abandoned Vehicle,2883
"2020-07",Adopt-A-Basket,7
"2020-07",Air Quality,543
"2020-07",Animal-Abuse,508
"2020-07",Animal Facility - No Permit,3
"2020-07",Animal in a Park,244
"2020-07",APPLIANCE,1615
"2020-07",Asbestos,105
"2020-07",Beach/Pool/Sauna Complaint,27
"2020-07",BEST/Site Safety,27
"2020-07",Bike Rack Condition,16
"2020-07",Bike/Roller/Skate Chronic,94
"2020-07",Blocked Driveway,9629
"2020-07",Boilers,108
"2020-07",Borough Office,1
"2020-07",Bridge Condition,20
"2020-07",Broken Parking Meter,302
"2020-07",Building Condition,1
"2020-07",Building/Use,1669
"2020-07",Bus Stop Shelter Complaint,63
"2020-07",Bus Stop Shelter Placement,8
"2020-07",Collection Truck Noise,13
"2020-07",Consumer Complaint,2508
"2020-07",Cooling Tower,1
"2020-07",COVID-19 Non-essential Construction,382
"2020-07",Cranes and Derricks,11
"2020-07",Curb Condition,577
